board_name,board_website,board_phone,board_email,agency_affiliation,agency_url,picture_url,bio,city,name,term_end,position,party
Reemployment Assistance Advisory Council (formerly Unemployment Insurance Advisory Council),http://dlr.sd.gov/ra/advisory_council/,605-626-2310,Pauline.Heier@state.sd.us,Department of Labor and Regulation,http://dlr.sd.gov/,,,Dell Rapids,Dan Schmidt,,Employee Rep.,
Reemployment Assistance Advisory Council (formerly Unemployment Insurance Advisory Council),http://dlr.sd.gov/ra/advisory_council/,605-626-2310,Pauline.Heier@state.sd.us,Department of Labor and Regulation,http://dlr.sd.gov/,,,Sioux Falls,Douglas Severson,,Organized Labor,
"Pharmacy, State Board of",https://doh.sd.gov/licensing-and-records/boards/pharmacy/,605-362-2737,Kari.Shanard-Koenders@state.sd.us,Department of Health,http://doh.sd.gov/,,,Aberdeen,Ashley Hansen,2023-10-01,Pharmacist,
"Pharmacy, State Board of",https://doh.sd.gov/licensing-and-records/boards/pharmacy/,605-362-2737,Kari.Shanard-Koenders@state.sd.us,Department of Health,http://doh.sd.gov/,,,Sioux Falls,Cheri Kraemer,2022-10-01,Pharmacist,
"Pharmacy, State Board of",https://doh.sd.gov/licensing-and-records/boards/pharmacy/,605-362-2737,Kari.Shanard-Koenders@state.sd.us,Department of Health,http://doh.sd.gov/,,,Spearfish,"Tom Nelson, Vice President",2024-10-01,Public Member,
"Pharmacy, State Board of",https://doh.sd.gov/licensing-and-records/boards/pharmacy/,605-362-2737,Kari.Shanard-Koenders@state.sd.us,Department of Health,http://doh.sd.gov/,,,Rapid City,Curt Rising,2024-10-01,Pharmacist,
"Pharmacy, State Board of",https://doh.sd.gov/licensing-and-records/boards/pharmacy/,605-362-2737,Kari.Shanard-Koenders@state.sd.us,Department of Health,http://doh.sd.gov/,,,Yankton,"Dan Somsen, President",2022-10-01,Pharmacist,
"Certified Professional Midwives, Board of",https://doh.sd.gov/licensing-and-records/boards/certified-professional-midwives/,605-743-4451,cpmsdlicense@gmail.com,Department of Health,,,,,Vacant,,Physician,
"Certified Professional Midwives, Board of",https://doh.sd.gov/licensing-and-records/boards/certified-professional-midwives/,605-743-4451,cpmsdlicense@gmail.com,Department of Health,,,,"Granite Falls, MN","Autumn Cavender-Wilson, Secretary",2024-10-30,Certified Profesional Midwife,
"Certified Professional Midwives, Board of",https://doh.sd.gov/licensing-and-records/boards/certified-professional-midwives/,605-743-4451,cpmsdlicense@gmail.com,Department of Health,,,,Centerville,"Debbie Pease, President",2023-10-31,Public Member,
"Certified Professional Midwives, Board of",https://doh.sd.gov/licensing-and-records/boards/certified-professional-midwives/,605-743-4451,cpmsdlicense@gmail.com,Department of Health,,,,Oral,"Susan Rooks, Vice President",2022-10-31,Certified Nurse Midwife,
"Certified Professional Midwives, Board of",https://doh.sd.gov/licensing-and-records/boards/certified-professional-midwives/,605-743-4451,cpmsdlicense@gmail.com,Department of Health,,,,Conde,Eudine Stevens,2025-10-30,CPM,
South Dakota Freedom Scholarship Board,,,,,,,,,Miles Beacom,2025-10-08,,
South Dakota Freedom Scholarship Board,,,,,,,,,Dana Dykhouse,2026-10-08,,
South Dakota Freedom Scholarship Board,,,,,,,,,Phyllis Heineman,2024-10-08,,
South Dakota Freedom Scholarship Board,,,,,,,,,Chris Houwman,2023-10-08,,
South Dakota Freedom Scholarship Board,,,,,,,,,Diana Vanderwoude,2022-10-08,,
Independent Living Council,http://dhs.sd.gov/drs/silc/silc.aspx,605-773-3195,Eric.Weiss@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Alcester,Valere Beeck,2026-06-30,"Parent of children & adults with disabilities, advocate",
Independent Living Council,http://dhs.sd.gov/drs/silc/silc.aspx,605-773-3195,Eric.Weiss@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Sioux Falls,Matt Cain,2024-06-30,Director - Center for Independent Living,
Independent Living Council,http://dhs.sd.gov/drs/silc/silc.aspx,605-773-3195,Eric.Weiss@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Sioux Falls,Brett Glirbas,2026-06-30,"Person w/ a Disability, advocate",
Independent Living Council,http://dhs.sd.gov/drs/silc/silc.aspx,605-773-3195,Eric.Weiss@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Sioux Falls,Kendra Gottsleben,2026-06-30,"Person w/ a disability, rep. of a disability organization, advocate",
Independent Living Council,http://dhs.sd.gov/drs/silc/silc.aspx,605-773-3195,Eric.Weiss@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Sioux Falls,Ryan Groeneweg,2024-06-30,"Person with a disability, rep of disability organization, advocate",
Independent Living Council,http://dhs.sd.gov/drs/silc/silc.aspx,605-773-3195,Eric.Weiss@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Pierre,Tasha Jones,2024-06-30,State Agency representative-SD Housing Authority,
Independent Living Council,http://dhs.sd.gov/drs/silc/silc.aspx,605-773-3195,Eric.Weiss@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Aberdeen,Syndee Jundt,2024-06-30,"Person w/ a disability, advocate",
Independent Living Council,http://dhs.sd.gov/drs/silc/silc.aspx,605-773-3195,Eric.Weiss@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Sioux Falls,Patricia Kuglitsch,2025-06-30,"Person w/ a disability, Rep of disability organization, advocate",
Independent Living Council,http://dhs.sd.gov/drs/silc/silc.aspx,605-773-3195,Eric.Weiss@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Frankfort,Theresa Marzahn,2026-06-30,"Advocate, Rep of Disability Org",
Independent Living Council,http://dhs.sd.gov/drs/silc/silc.aspx,605-773-3195,Eric.Weiss@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Sturgis,Richard Moeller,2026-06-30,"Person w/ a Disability, advocate",
Independent Living Council,http://dhs.sd.gov/drs/silc/silc.aspx,605-773-3195,Eric.Weiss@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Pierre,Cindy Moit,2026-06-30,"Person w/ a disability, Rep of disability organization, advocate",
Independent Living Council,http://dhs.sd.gov/drs/silc/silc.aspx,605-773-3195,Eric.Weiss@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Mitchell,Vicki Steffes,2026-06-30,"Person w/ a Disability, advocate",
Independent Living Council,http://dhs.sd.gov/drs/silc/silc.aspx,605-773-3195,Eric.Weiss@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Summerset,Joseph Vetch,2026-06-30,"Person w/ a Disability, advocate",
Independent Living Council,http://dhs.sd.gov/drs/silc/silc.aspx,605-773-3195,Eric.Weiss@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Pierre,Eric Weiss,2024-06-30,Designated State Entity (DSE) representative-Rehabilitation Services,
Independent Living Council,http://dhs.sd.gov/drs/silc/silc.aspx,605-773-3195,Eric.Weiss@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Pierre,Ronda Williams,2024-06-30,State agency representative-Service to the Blind and Visually Imparied,
Family Support Council,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Tabor,Jennifer Carda,2026-06-30,Family Member,
Family Support Council,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Rapid City,Ruth Conway,2026-06-30,Family Member,
Family Support Council,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Saint Lawrence,Haley Coss,2026-06-30,Family Member,
Family Support Council,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Mitchell,Julie Flowers,2026-06-30,Family Member,
Family Support Council,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Yankton,Krista Johnson,2026-06-30,Family Member,
Family Support Council,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Rapid City,Joshua Jones,2026-06-30,Family Member,
Family Support Council,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Aberdeen,Christine Kenser,2024-06-30,Family Member,
Family Support Council,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Hazel,Bridget Leiseth,2024-06-30,Family Member,
Family Support Council,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Brandon,Brittany Norin,2024-06-30,Individual with developmental disability,
Family Support Council,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Brookings,Michelle Powers,2026-06-30,Family Member,
Family Support Council,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Tea,Melissa Rickett,2026-06-30,Family Member,
Family Support Council,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Kyle,Tina Two-Crow-Slow Bear,2026-06-30,Family Member and Native American,
Family Support Council,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Salem,Jennifer Walker,2024-06-30,Family Member,
Family Support Council,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Freeman,Peggy Waltner,2025-06-30,Family Member,
Family Support Council,https://dhs.sd.gov/dd/family/fscouncil.aspx,605-773-3438,infodd@state.sd.us,Department of Human Services,http://dhs.sd.gov/,,,Porcupine,Janet Whiting,2024-06-30,Family Member and Native American,
"Economic Advisors, Council of",,605-773-4151,mark.quasney@state.sd.us,Bureau of Finance and Management,http://bfm.sd.gov/,,,Pierre,Karlton Adam,2024-06-30,,
"Economic Advisors, Council of",,605-773-4151,mark.quasney@state.sd.us,Bureau of Finance and Management,http://bfm.sd.gov/,,,Rapid City,Caleb Arceneaux,2025-06-30,,
"Economic Advisors, Council of",,605-773-4151,mark.quasney@state.sd.us,Bureau of Finance and Management,http://bfm.sd.gov/,,,Gettysburg,Matthew Cronin,2024-06-30,,
"Economic Advisors, Council of",,605-773-4151,mark.quasney@state.sd.us,Bureau of Finance and Management,http://bfm.sd.gov/,,,Pierre,Curtis Everson,2024-06-30,,
"Economic Advisors, Council of",,605-773-4151,mark.quasney@state.sd.us,Bureau of Finance and Management,http://bfm.sd.gov/,,,Brookings,Carla Gatzke,2024-06-30,,
"Economic Advisors, Council of",,605-773-4151,mark.quasney@state.sd.us,Bureau of Finance and Management,http://bfm.sd.gov/,,,Elk Point,John Hemmingstad,2024-06-30,,
"Economic Advisors, Council of",,605-773-4151,mark.quasney@state.sd.us,Bureau of Finance and Management,http://bfm.sd.gov/,,,Rapid City,Marnie Herrmann,2024-06-30,,
"Economic Advisors, Council of",,605-773-4151,mark.quasney@state.sd.us,Bureau of Finance and Management,http://bfm.sd.gov/,,,Sioux Falls,Dan Newell,2024-06-30,,
"Economic Advisors, Council of",,605-773-4151,mark.quasney@state.sd.us,Bureau of Finance and Management,http://bfm.sd.gov/,,,Sioux Falls,Kevin Nyberg,2024-06-30,,
"Economic Advisors, Council of",,605-773-4151,mark.quasney@state.sd.us,Bureau of Finance and Management,http://bfm.sd.gov/,,,Sioux Falls,Joel Rosenthal,2024-06-30,,
"Economic Advisors, Council of",,605-773-4151,mark.quasney@state.sd.us,Bureau of Finance and Management,http://bfm.sd.gov/,,,Watertown,Douglas Sharp,2024-06-30,,
"Economic Advisors, Council of",,605-773-4151,mark.quasney@state.sd.us,Bureau of Finance and Management,http://bfm.sd.gov/,,,Brookings,Everhardus Van Der Sluis,2024-06-30,,
Corrections Commission,http://doc.sd.gov/about/commission/,,,Department of Corrections,http://doc.sd.gov/,,,Sioux Falls,Mark Anderson,,Labor,Democrat
Corrections Commission,http://doc.sd.gov/about/commission/,,,Department of Corrections,http://doc.sd.gov/,,,Mission,Shawn Bordeaux,,State Senator,Democrat
Corrections Commission,http://doc.sd.gov/about/commission/,,,Department of Corrections,http://doc.sd.gov/,,,Rapid City,Mike Diedrich,,State Senator,Republican
Corrections Commission,http://doc.sd.gov/about/commission/,,,Department of Corrections,http://doc.sd.gov/,,,Rosebud,Eric Emery,,State Representative,Democrat
Corrections Commission,http://doc.sd.gov/about/commission/,,,Department of Corrections,http://doc.sd.gov/,,,Pierre,Christie Klinger,,Circuit Court Judge,Republican
Corrections Commission,http://doc.sd.gov/about/commission/,,,Department of Corrections,http://doc.sd.gov/,,,Huron,David McGirr,,Retailers Association,Republican
Corrections Commission,http://doc.sd.gov/about/commission/,,,Department of Corrections,http://doc.sd.gov/,,,Tea,Ernie Otten,,State Representative,Republican
Corrections Commission,http://doc.sd.gov/about/commission/,,,Department of Corrections,http://doc.sd.gov/,,,Sioux Falls,Jon Sogn,,Circuit Court Judge,na
Corrections Commission,http://doc.sd.gov/about/commission/,,,Department of Corrections,http://doc.sd.gov/,,,Mitchell,Bruce Yakley,,Industry & Commerce Association,Republican
Arts Council,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,Department of Tourism,http://travelSouthDakota.com,,,Vermillion,Lee Ann Roripaugh,2022-06-30,Chair,
Arts Council,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,Department of Tourism,http://travelSouthDakota.com,,,Pine Ridge,Mary Bordeaux,2024-06-30,,
Arts Council,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,Department of Tourism,http://travelSouthDakota.com,,,Hill City,Roger Broer,2024-06-30,,
Arts Council,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,Department of Tourism,http://travelSouthDakota.com,,,Sioux Falls,Dohui Kim,2022-06-30,Treasurer,
Arts Council,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,Department of Tourism,http://travelSouthDakota.com,,,Rapid City,Joanna Lawler,2024-06-30,Vice Chair,
Arts Council,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,Department of Tourism,http://travelSouthDakota.com,,,Sioux Falls,John Mogen,2022-06-30,,
Arts Council,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,Department of Tourism,http://travelSouthDakota.com,,,Sisseton,Jane Rasmussen,2023-06-30,,
Arts Council,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,Department of Tourism,http://travelSouthDakota.com,,,Okaton,Cristen Roghair,2024-06-30,,
Arts Council,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,Department of Tourism,http://travelSouthDakota.com,,,Sioux Falls,Josh Spies,2024-06-30,,
Arts Council,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,Department of Tourism,http://travelSouthDakota.com,,,Sioux Falls,Nan Venhuizen,2022-06-30,Secretary,
Arts Council,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,Department of Tourism,http://travelSouthDakota.com,,,Bath,James Walker,2023-06-30,,
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Vacant,,Governor's Appointee (law enforcement),
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Annie Brokenleg,,Chief Justice Appointee,
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Ryan Brunner,,Governor's Appointee (At-large),
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Kristi Bunkers,,Governor's Appointee (Representative from DOC),
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Representative Linda Duba,,House Majority Leader Appointee (Representative-Democrat),
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Senator Helene Duhamel,,Legislative Appointee,
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Secretary David Flute,,Governor's Appointee (Secretary of the Department of Tribal Relations),
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Senator Red Dawn Foster,,Senate Majority Leader Appointee (Senate-Democrat),
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Superintendent Kelly Glodt,,Superintendent's Association Appointee,
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Bryan Harberts,,Governor's Appointee (Youth Care Provider),
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Judge David Knoff,,Chief Justice Appointee,
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Jessica LaMie,,Attorney General Appointee,
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Joanna Lawler,,Chief Justice Appointee (Criminal Defense Attorney),
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Judge Heidi Linngren,,Chief Justice Appointee,
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Tammy Meyer,,Superintendent's Association Appointee,
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Judge Margo Northrup,,Chief Justice Appointee,
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Representative Mike Stevens,,Legislative Appointee,
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Amie Weglin,,Chief Justice Appointee,
Juvenile Justice Oversight Council,http://jjri.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,Unified Judicial System,https://doc.sd.gov/,,,,Tiffany Wolfgang,,Governor's Appointee (Representative from DSS),
Soybean Research and Promotion Council,https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,Department of Ag and Natural Resources,https://danr.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Heather%20Beaner.jpg,"Heather grew up on a farm but never expected to become a farmer. She graduated from law school at the University of South Dakota, then joined the United States Air Force Judge Advocate General’s Corps and spent 12 years on active duty, stationed in England, Korea, Italy, Texas and finally back in South Dakota. She has been involved in almost 100 trials as both a prosecutor and defense counsel and gained experience in international law, military operations law and government ethics. In 2011, the farm life beckoned, and Heather moved back to Mellette to get married and take over the family farm from her father. While some days she wishes she had an agronomy degree instead of a law degree, she is grateful for the many organizations, including the South Dakota Soybean Research and Promotion Council, that are available to help her become a better farmer.",Mellette,Heather Beaner,2024-06-30,Secretary,
Soybean Research and Promotion Council,https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,Department of Ag and Natural Resources,https://danr.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Bruce-Haines.jpg," Bruce Haines is a fourth-generation farmer from the Mitchell area. He and his wife, Marlene, have three children and seven grandchildren. They raise corn, soybeans, and wheat on their no-till family farm. Bruce believes in giving back to his community which has given his family so much. Bruce is involved in the SD Conservation Commission, South Dakota Nutrient Research and Education Council, Davison County Rural Water Board, Chairman of the Davison County Planning and Zoning Board, Davison County Conservation District, local Township board, and has held many other positions in his church. Bruce has 38 years of experience working outside the family farm business. His goals are to work together with soybean farmers to invest checkoff dollars to promote more marketing research and profit margin opportunities. District 1 includes the following counties: Brule, Aurora, Davison, Hanson, Douglas, and Hutchison.",Mitchell,Bruce Haines,2026-06-30,Director,
Soybean Research and Promotion Council,https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,Department of Ag and Natural Resources,https://danr.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Todd%20Hanten.jpg,"Todd Hanten farms soybeans, corn, wheat and alfalfa near Goodwin, S.D. Hanten also operated a successful dairy farm for 28 years. He was elected to serve on the South Dakota Soybean Research & Promotion Council board in 2015. Hanten is also a former ASA DuPont Young Leader.",Goodwin,Todd Hanten,2024-06-30,Treasurer,
Soybean Research and Promotion Council,https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,Department of Ag and Natural Resources,https://danr.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/John%20Horter.png,"John Horter is a fifth-generation farmer from Andover SD. He and his wife, Jaclyn, operate J and J Horter Farm Partnership. They farm with his parents who are slowly transitioning into retirement and turning the operation over. They have two children. Dane is 12 and Raegan is 8. They both attend Langford Area School. They also own and operate Horter’s Farm and Ranch Supply, LLC in Bristol. On their farm, they raise soybeans, corn, wheat, and alfalfa as well as own a beef cow herd, raise replacement heifers, and finish cattle. In addition to their operation, they custom plant and harvest for numerous friends and neighbors in the area. John graduated from Bristol High School in 1999 and then pursued a degree in Ag-Production from Lake Area Tech. He has served as an officer and director on the James Valley Threshing Association and is on the board at Bethesda Lutheran Church. He served on the South Dakota Soybean Association for 12 of the last 15 years. He has served on many committees and held multiple officer positions as a director. John participated in programs such as the DuPont/ASA Young Leader program, Leadership at its Best, Progressive Farmer’s “America's best young farmers and ranchers”, and multiple other leadership conferences and media training courses. In his spare time, he enjoys watching their children participate in their activities, riding around in UTVs as a family, and occasionally doing some hunting and fishing. He feels very blessed to be part of the agricultural world and this is a great way for him to give back to our industry! District 8 includes the following counties: Marshall, Day, Roberts, and Clark.",Andover,John Horter,2026-06-30,Director,
Soybean Research and Promotion Council,https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,Department of Ag and Natural Resources,https://danr.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/D%20Iverson.png,"Dave Iverson has farmed for more than 30 years and currently raises corn and soybeans near Astoria, S.D. He served on the South Dakota Soybean Research and Promotion Council board for 9 years. Through his role on the soybean checkoff, Dave was chairman of the World Initiative for Soy in Human Health (WISHH) Committee and served on the Ag United for South Dakota Board. Currently, Dave serves as one of South Dakota’s representatives on the United Soybean Board. When not farming, he enjoys spending time with family and working on home landscaping projects.",Astoria,David Iverson,2025-06-30,Vice Chairman,
Soybean Research and Promotion Council,https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,Department of Ag and Natural Resources,https://danr.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Mike%20McCranie.jpg,"Michael McCranie is a 4th generation farmer in the Claremont area, farming some of the same land his great grandfather homesteaded in 1881. He and his wife Monica have two sons, Matthew and Mitchell who also actively farm. Michael feels that being a member of and serving on farm organizations is important to the future of agriculture. He is a member of the Claremont United Methodist Church, the South Dakota Corn Growers Association, the South Dakota Soybean Association, the American Soybean Association, South Dakota Farmers Union and the Lower Crow Creek Drainage District. Michael served as a director on the South Dakota Soybean Research & Promotion Council, holding secretary/treasurer, Vice Chairman and Chairman positions. He was also a director on the United Soybean Board serving on the Domestic Marketing Committee and as Vice Chair of the International Marketing Committee and a director on the National Biodiesel Board where he was Chairman of the Research Committee which worked to g",Claremont,Michael McCranie,2025-06-30,Treasurer,
Soybean Research and Promotion Council,https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,Department of Ag and Natural Resources,https://danr.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Dawn%20Scheier.jpg,"Dawn Scheier currently farms full time with her husband Pat in Salem, SD. Scheier Farms is a 4th generation farm where they raise corn and soybeans. Dawn received her education from ISU in animal science and is also a graduate of the South Dakota Ag and Rural Leadership Program. Besides being active on the farm, Dawn has over 23 years of experience working in agriculture businesses outside of the family farm. Some of the positions she has held for agricultural companies include Credit Manager and also National Sales Manager. Dawn has become an active and passionate volunteer with CommonGround, which is a consumer outreach group that helps start conversations about farming and food. Dawn is currently the St. Mary’s Church Alter Society VP, SCW Treasurer, a SD Corn Growers Assn. member, and a SD Soybean Assn. member. Some of her past experiences include 5 years on the Farm Credit Nominating Committee, and serving on the Salem St. Mary’s Church and School Finance Board. She is a strong su",Salem,Dawn Scheier,2025-06-30,Director,
Soybean Research and Promotion Council,https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,Department of Ag and Natural Resources,https://danr.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/Derrick%20Scott.jpg," Derrick Scott is a fifth-generation farmer from Geddes, SD. He farms with his dad west of town and raises soybeans, corn, spring and winter wheat. Derrick has served as the local fire chief and still serves as a member of the Geddes Fire Department. He recently served on the South Dakota Soybean Association board. In his free time, he enjoys boating, golf, and dirt track racing. He is very excited to serve on the South Dakota Soybean Research and Promotion Council. District 2 includes the following counties: Charles Mix, Bon Homme, Yankton, Clay, and Union.",Geddes,Derrick Scott,2026-06-30,Director,
Soybean Research and Promotion Council,https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,Department of Ag and Natural Resources,https://danr.sd.gov/,https://boardsandcommissions.sd.gov/bcuploads/David%20Struck.jpg,"David Struck is a fourth-generation soybean, corn and wheat grower who farms with his wife, Brenda, son Brady and dad, Duane. Actively involved in the day-to-day activities of his family farm since childhood – he started running tractors when he was 10 – farming is the only career Struck ever considered. Struck wanted to serve on the SDSRPC board because, “it’s an opportunity to make a difference promoting South Dakota soybeans and the farmers who raise them.” He adds that the promotional work SDSRPC engages in is essential to improving soybean markets today and into the future. “Most consumers are too far removed from the farm and don’t realize what it takes to produce food. The American farmer is good at what we do, which means most Americans don’t need to worry about where their food comes from. Because the SDSRPC board is made up of farmers, we have first-hand knowledge of the work that goes into raising our quality product and can help get our story out.”",Wolsey,David Struck,2024-06-30,Chairman,
Tourism Advisory Board,http://www.sdvisit.com/about/board.asp,605-773-3301,Teresa.Tople@travelsouthdakota.com,Department of Tourism,http://tourism.sd.gov/,,,Rapid City,Caleb Arceneaux,2026-06-30,At-Large,Republican
