board_name,agency_affiliation,name,position,city,term_end,party,picture_url,bio,board_website,board_phone,board_email,agency_website
South Dakota Advisory Council on Aging,Department of Human Services,Gale Walker,Service Provider; Business Representative,Parkston,,,,,http://dhs.sd.gov/,605-773-3656,heather.krzmarzick@state.sd.us,http://dhs.sd.gov/ltss
South Dakota Advisory Council on Aging,Department of Human Services,James Severson,Member of the Public,Pierre,,,,,http://dhs.sd.gov/,605-773-3656,heather.krzmarzick@state.sd.us,http://dhs.sd.gov/ltss
South Dakota Advisory Council on Aging,Department of Human Services,Jenna Douglas,Member of the Public,Harrisburg,,,,,http://dhs.sd.gov/,605-773-3656,heather.krzmarzick@state.sd.us,http://dhs.sd.gov/ltss
South Dakota Advisory Council on Aging,Department of Human Services,Michele Juffer,Member of the Public,Wagner,,,,,http://dhs.sd.gov/,605-773-3656,heather.krzmarzick@state.sd.us,http://dhs.sd.gov/ltss
South Dakota Advisory Council on Aging,Department of Human Services,Tammy Hatting,Service Provider; Advocate for Older Population,Sioux Falls,,,,,http://dhs.sd.gov/,605-773-3656,heather.krzmarzick@state.sd.us,http://dhs.sd.gov/ltss
South Dakota Freedom Scholarship Board,,Chris Houwman,,,2028-10-08,,,,,,,
South Dakota Freedom Scholarship Board,,Dana Dykhouse,,,2026-10-08,,,,,,,
South Dakota Freedom Scholarship Board,,Jennifer Grennan,,,2027-10-08,,,,,,,
South Dakota Freedom Scholarship Board,,Miles Beacom,,,2025-10-08,,,,,,,
South Dakota Freedom Scholarship Board,,Phyllis Heineman,,,2029-10-08,,,,,,,
South Dakota Retirement System,South Dakota Retirement System,Darin Seeley,Governor's Appointee,Pierre,,,https://boardsandcommissions.sd.gov/bcuploads/Seeley.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,David Smith,Municipal Employee Representative,Sturgis,2027-06-30,,https://boardsandcommissions.sd.gov/bcuploads/David%20Smith.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,Eric Stroeder,State Employee Representative,Glenham,2028-06-30,,https://boardsandcommissions.sd.gov/bcuploads/stroeder.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,Henry Prim,Public Safety Employee Representative,Pierre,2027-06-30,,https://boardsandcommissions.sd.gov/bcuploads/Henry%20Prim.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,Jake Oakland,County Employee Representative,Sioux Falls,2028-06-30,,https://boardsandcommissions.sd.gov/bcuploads/Oakland.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,James Appl,Teacher Representative,Aberdeen,2025-06-30,,http://boardsandcommissions.sd.gov/bcuploads/JamesAppl.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,James Terwilliger,Governor's Appointee,Pierre,,,https://boardsandcommissions.sd.gov/bcuploads/JimTerwilliger.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,Jill Lenards,State Employee Representative,Watertown,2025-06-30,,https://boardsandcommissions.sd.gov/bcuploads/Lenards.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,LaJena Gruis,Elected Municipal Officials Representative,Onida,2027-06-30,,https://boardsandcommissions.sd.gov/bcuploads/LaJena%20Gruis.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,Liza Clark,Board of Regents Representative,Fort Pierre,2028-06-30,,https://boardsandcommissions.sd.gov/bcuploads/Liza%20Clark.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,Mark Salter,"Judges, Justices, and Magistrate Judges Representative",Sioux Falls,2027-06-30,,https://boardsandcommissions.sd.gov/bcuploads/MarkSalter-web2.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,Matt Clark,Investment Council Representative,Sioux Falls,,,http://boardsandcommissions.sd.gov/bcuploads/mattclark0.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,Myron Johnson,County Commissioners Representative,Watertown,2027-06-30,,https://boardsandcommissions.sd.gov/bcuploads/myronjohnson.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,Penny Brunken,Teacher Representative,Sioux Falls,2026-06-30,,https://boardsandcommissions.sd.gov/bcuploads/brunken.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,Shane Roth,School Board Representative,DeSmet,2028-06-30,,https://boardsandcommissions.sd.gov/bcuploads/Roth.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,Victoria Hinek,Classified Employee Representative,Sturgis,2028-06-30,,https://boardsandcommissions.sd.gov/bcuploads/Hinek.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota Retirement System,South Dakota Retirement System,Wesley Tschetter,Retiree Representative,Brookings,2027-06-30,,https://boardsandcommissions.sd.gov/bcuploads/Wesley%20Tschetter.jpg,,https://www.sd.gov/sdrs,605-773-3731,sdrsweblink@state.sd.us,https://www.sd.gov/sdrs
South Dakota State Library Board,Department of Education,George Seamon,EX OFFICIO,Pierre,,,,"SD State Librarian, 2022",,605-773-5055,Quynn.Verhelst@state.sd.us,http://library.sd.gov/
South Dakota State Library Board,Department of Education,Jane Norling,VICE-PRESIDENT,Beresford,2025-10-30,Republican,,"Appointment Date: October 15, 2019 Reappointment: June 21, 2023",,605-773-5055,Quynn.Verhelst@state.sd.us,http://library.sd.gov/
South Dakota State Library Board,Department of Education,Janice Minder,Board of Regents Representative,,,n/a,,,,605-773-5055,Quynn.Verhelst@state.sd.us,http://library.sd.gov/
South Dakota State Library Board,Department of Education,Kim Borsch,,Sturgis,2025-10-30,Independant,,"Appointment Date: June 27, 2023",,605-773-5055,Quynn.Verhelst@state.sd.us,http://library.sd.gov/
South Dakota State Library Board,Department of Education,Robert Frieberg,,Beresford,2024-10-30,,,"Appointment Date: January 7, 2022",,605-773-5055,Quynn.Verhelst@state.sd.us,http://library.sd.gov/
South Dakota State Library Board,Department of Education,Stacy Kvale,,Dell Rapids,2027-10-20,Democrat,,"Appointment Date: February 22, 2022 Reappointed: January 24, 2025",,605-773-5055,Quynn.Verhelst@state.sd.us,http://library.sd.gov/
South Dakota State Library Board,Department of Education,Tom Nelson,PRESIDENT,Spearfish,2026-10-30,Republican,,"Appointment Date: January 20, 2015 Reappointment Date: - October 5, 2017; - October 27, 2020 - September 11, 2023",,605-773-5055,Quynn.Verhelst@state.sd.us,http://library.sd.gov/
South Dakota State Library Board,Department of Education,Travis Aslesen,,Howard,2026-10-30,Republican,,"Appointment Date: October 27, 2020 Reappointment Date: September 11, 2023",,605-773-5055,Quynn.Verhelst@state.sd.us,http://library.sd.gov/
Soybean Research and Promotion Council,Department of Ag and Natural Resources,April Bowar,Director,Faulkton,2027-06-30,,,"April Bowar and her husband James actively farm in the Faulkton area. When she isn’t helping on the farm you can find her working at small businesses in Faulkton. She was previously the SD FFA Leadership and Program Manager, and was an intern with Ag United for South Dakota. April is an active member of St. Thomas Catholic Church and she enjoys educating others about agriculture and Agritourism.",https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,https://danr.sd.gov/
Soybean Research and Promotion Council,Department of Ag and Natural Resources,Bruce Haines,Director,Mitchell,2026-06-30,,https://boardsandcommissions.sd.gov/bcuploads/Bruce-Haines.jpg," Bruce Haines is a fourth-generation farmer from the Mitchell area. He and his wife, Marlene, have three children and seven grandchildren. They raise corn, soybeans, and wheat on their no-till family farm. Bruce believes in giving back to his community which has given his family so much. Bruce is involved in the SD Conservation Commission, South Dakota Nutrient Research and Education Council, Davison County Rural Water Board, Chairman of the Davison County Planning and Zoning Board, Davison County Conservation District, local Township board, and has held many other positions in his church. Bruce has 38 years of experience working outside the family farm business. His goals are to work together with soybean farmers to invest checkoff dollars to promote more marketing research and profit margin opportunities. District 1 includes the following counties: Brule, Aurora, Davison, Hanson, Douglas, and Hutchison.",https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,https://danr.sd.gov/
Soybean Research and Promotion Council,Department of Ag and Natural Resources,Chad Schooley,Director,Castlewood,2027-06-30,,https://boardsandcommissions.sd.gov/bcuploads/chad%20schooley%20headshot.jpg,"Chad and Heidi Schooley are the owners/operators of Cabin Still Cattle Company in Castlewood, SD, where they farm and ranch alongside their three children: Beau, Booker, and Bryn/ Their operation includes soybeans, corn, alfalfa, and small grains, as well as a cow-calf operation and a feedlot established by Chad’s great-grandparents in the late 1930s. Chad has served two terms on the South Dakota Soybean Association and is embarking on his first term on the Council. The primary objectives at Cabin Still Cattle Company are too consistently produce high-quality crops and livestock for their customers and to establish a legacy that their children can take pride in and continue to grow with their own families, much like Chad and Heidi have done from their parents generation.",https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,https://danr.sd.gov/
Soybean Research and Promotion Council,Department of Ag and Natural Resources,David Iverson,Vice Chairman,Astoria,2025-06-30,,https://boardsandcommissions.sd.gov/bcuploads/D%20Iverson.png,"Dave Iverson has farmed for more than 30 years and currently raises corn and soybeans near Astoria, S.D. He served on the South Dakota Soybean Research and Promotion Council board for 9 years. Through his role on the soybean checkoff, Dave was chairman of the World Initiative for Soy in Human Health (WISHH) Committee and served on the Ag United for South Dakota Board. Currently, Dave serves as one of South Dakota’s representatives on the United Soybean Board. When not farming, he enjoys spending time with family and working on home landscaping projects.",https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,https://danr.sd.gov/
Soybean Research and Promotion Council,Department of Ag and Natural Resources,David Struck,Chairman,Wolsey,2024-06-30,,https://boardsandcommissions.sd.gov/bcuploads/David%20Struck.jpg,"David Struck is a fourth-generation soybean, corn and wheat grower who farms with his wife, Brenda, son Brady and dad, Duane. Actively involved in the day-to-day activities of his family farm since childhood – he started running tractors when he was 10 – farming is the only career Struck ever considered. Struck wanted to serve on the SDSRPC board because, “it’s an opportunity to make a difference promoting South Dakota soybeans and the farmers who raise them.” He adds that the promotional work SDSRPC engages in is essential to improving soybean markets today and into the future. “Most consumers are too far removed from the farm and don’t realize what it takes to produce food. The American farmer is good at what we do, which means most Americans don’t need to worry about where their food comes from. Because the SDSRPC board is made up of farmers, we have first-hand knowledge of the work that goes into raising our quality product and can help get our story out.”",https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,https://danr.sd.gov/
Soybean Research and Promotion Council,Department of Ag and Natural Resources,Dawn Scheier,Director,Salem,2025-06-30,,https://boardsandcommissions.sd.gov/bcuploads/Dawn%20Scheier.jpg,"Dawn Scheier currently farms full time with her husband Pat in Salem, SD. Scheier Farms is a 4th generation farm where they raise corn and soybeans. Dawn received her education from ISU in animal science and is also a graduate of the South Dakota Ag and Rural Leadership Program. Besides being active on the farm, Dawn has over 23 years of experience working in agriculture businesses outside of the family farm. Some of the positions she has held for agricultural companies include Credit Manager and also National Sales Manager. Dawn has become an active and passionate volunteer with CommonGround, which is a consumer outreach group that helps start conversations about farming and food. Dawn is currently the St. Mary’s Church Alter Society VP, SCW Treasurer, a SD Corn Growers Assn. member, and a SD Soybean Assn. member. Some of her past experiences include 5 years on the Farm Credit Nominating Committee, and serving on the Salem St. Mary’s Church and School Finance Board. She is a strong su",https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,https://danr.sd.gov/
Soybean Research and Promotion Council,Department of Ag and Natural Resources,Derrick Scott,Treasurer,Geddes,2026-06-30,,https://boardsandcommissions.sd.gov/bcuploads/Derrick%20Scott.jpg," Derrick Scott is a fifth-generation farmer from Geddes, SD. He farms with his dad west of town and raises soybeans, corn, spring and winter wheat. Derrick has served as the local fire chief and still serves as a member of the Geddes Fire Department. He recently served on the South Dakota Soybean Association board. In his free time, he enjoys boating, golf, and dirt track racing. He is very excited to serve on the South Dakota Soybean Research and Promotion Council. District 2 includes the following counties: Charles Mix, Bon Homme, Yankton, Clay, and Union.",https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,https://danr.sd.gov/
Soybean Research and Promotion Council,Department of Ag and Natural Resources,John Horter,Secretary,Andover,2026-06-30,,https://boardsandcommissions.sd.gov/bcuploads/John%20Horter.png,"John Horter is a fifth-generation farmer from Andover SD. He and his wife, Jaclyn, operate J and J Horter Farm Partnership. They farm with his parents who are slowly transitioning into retirement and turning the operation over. They have two children. Dane is 12 and Raegan is 8. They both attend Langford Area School. They also own and operate Horter’s Farm and Ranch Supply, LLC in Bristol. On their farm, they raise soybeans, corn, wheat, and alfalfa as well as own a beef cow herd, raise replacement heifers, and finish cattle. In addition to their operation, they custom plant and harvest for numerous friends and neighbors in the area. John graduated from Bristol High School in 1999 and then pursued a degree in Ag-Production from Lake Area Tech. He has served as an officer and director on the James Valley Threshing Association and is on the board at Bethesda Lutheran Church. He served on the South Dakota Soybean Association for 12 of the last 15 years. He has served on many committees",https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,https://danr.sd.gov/
Soybean Research and Promotion Council,Department of Ag and Natural Resources,Michael McCranie,Director,Claremont,2025-06-30,,https://boardsandcommissions.sd.gov/bcuploads/Mike%20McCranie.jpg,"Michael McCranie is a 4th generation farmer in the Claremont area, farming some of the same land his great grandfather homesteaded in 1881. He and his wife Monica have two sons, Matthew and Mitchell who also actively farm. Michael feels that being a member of and serving on farm organizations is important to the future of agriculture. He is a member of the Claremont United Methodist Church, the South Dakota Corn Growers Association, the South Dakota Soybean Association, the American Soybean Association, South Dakota Farmers Union and the Lower Crow Creek Drainage District. Michael served as a director on the South Dakota Soybean Research & Promotion Council, holding secretary/treasurer, Vice Chairman and Chairman positions. He was also a director on the United Soybean Board serving on the Domestic Marketing Committee and as Vice Chair of the International Marketing Committee and a director on the National Biodiesel Board where he was Chairman of the Research Committee which worked to g",https://www.sdsoybean.org/contact-us/the-south-dakota-soybean-staff/,605-330-9942,sdsrpc@sdsoybean.org,https://danr.sd.gov/
Speech-Language Pathology Board of Examiners,Department of Health,Audra Nelson Bailey,Public member,Spearfish,2026-07-30,,,,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/,605-642-1600,office@sdlicensing.com,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/
Speech-Language Pathology Board of Examiners,Department of Health,"Julie Holiday, Vice President",SLP,Sioux Falls,2027-07-30,,,,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/,605-642-1600,office@sdlicensing.com,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/
Speech-Language Pathology Board of Examiners,Department of Health,"Mandy Williams, President",SLP,Vermillion,2027-07-30,,,,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/,605-642-1600,office@sdlicensing.com,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/
Speech-Language Pathology Board of Examiners,Department of Health,Nancy Suelflow,SLP,Custer,2025-07-30,,,,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/,605-642-1600,office@sdlicensing.com,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/
Speech-Language Pathology Board of Examiners,Department of Health,Tiffany Trask,SLP,Rapid City,2026-07-30,,,,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/,605-642-1600,office@sdlicensing.com,https://doh.sd.gov/licensing-and-records/boards/speech-language-pathology/
State Board of Physical Therapy,Department of Health,Brad Thuringer,Physical Therapist Assistant,Sioux Falls,2027-06-30,,,,https://doh.sd.gov/licensing-and-records/boards/physical-therapy/,605-642-1600 ,office@sdlicensing.com,inc/doh.sd.gov
State Board of Physical Therapy,Department of Health,Janelle Toman,Public Member,Pierre,2026-06-30,,,,https://doh.sd.gov/licensing-and-records/boards/physical-therapy/,605-642-1600 ,office@sdlicensing.com,inc/doh.sd.gov
State Board of Physical Therapy,Department of Health,"Leonard Suel, Vice President",Physical Therapist,Aberdeen,2025-06-30,,,,https://doh.sd.gov/licensing-and-records/boards/physical-therapy/,605-642-1600 ,office@sdlicensing.com,inc/doh.sd.gov
State Board of Physical Therapy,Department of Health,Linda Ahrendt,Public Member,Sioux Falls,2025-06-30,,,,https://doh.sd.gov/licensing-and-records/boards/physical-therapy/,605-642-1600 ,office@sdlicensing.com,inc/doh.sd.gov
State Board of Physical Therapy,Department of Health,Matthew Weigel,Physical Therapist,Spearfish,2026-06-30,,,,https://doh.sd.gov/licensing-and-records/boards/physical-therapy/,605-642-1600 ,office@sdlicensing.com,inc/doh.sd.gov
State Board of Physical Therapy,Department of Health,"Patti Berg-Poppe, President",Physical Therapist,Sioux Falls,2028-06-30,,,,https://doh.sd.gov/licensing-and-records/boards/physical-therapy/,605-642-1600 ,office@sdlicensing.com,inc/doh.sd.gov
State Board of Physical Therapy,Department of Health,"Rebeca Schmitz, Secretary",Physical Therapist,Sioux Falls,2028-06-30,,,,https://doh.sd.gov/licensing-and-records/boards/physical-therapy/,605-642-1600 ,office@sdlicensing.com,inc/doh.sd.gov
State Conservation Commission,Department of Ag and Natural Resources,Bill Coburn,Tree Industry,Spearfish,2025-12-31,Republican,,,https://sdda.sd.gov/conservation-forestry/conservation/conservation-commission/responsibilities/,605-773-3626,Kim.Paxton@state.sd.us,https://danr.sd.gov/
State Conservation Commission,Department of Ag and Natural Resources,Bruce Haines,Area 2 farmer,Mitchell,2025-01-01,Republican,,,https://sdda.sd.gov/conservation-forestry/conservation/conservation-commission/responsibilities/,605-773-3626,Kim.Paxton@state.sd.us,https://danr.sd.gov/
State Conservation Commission,Department of Ag and Natural Resources,Charles Moe,Tree Industry,Rosebud,2025-12-31,Independant,,,https://sdda.sd.gov/conservation-forestry/conservation/conservation-commission/responsibilities/,605-773-3626,Kim.Paxton@state.sd.us,https://danr.sd.gov/
State Conservation Commission,Department of Ag and Natural Resources,Dean Odden,Area 1 Farmer,Ree Heights,2025-01-01,Republican,,,https://sdda.sd.gov/conservation-forestry/conservation/conservation-commission/responsibilities/,605-773-3626,Kim.Paxton@state.sd.us,https://danr.sd.gov/
State Conservation Commission,Department of Ag and Natural Resources,Doug Hansen,At Large,Webster,2025-12-31,Independant,,,https://sdda.sd.gov/conservation-forestry/conservation/conservation-commission/responsibilities/,605-773-3626,Kim.Paxton@state.sd.us,https://danr.sd.gov/
State Conservation Commission,Department of Ag and Natural Resources,Duane Schneider,At Large Farmer,Sisseton,2026-12-31,Republican,,,https://sdda.sd.gov/conservation-forestry/conservation/conservation-commission/responsibilities/,605-773-3626,Kim.Paxton@state.sd.us,https://danr.sd.gov/
State Conservation Commission,Department of Ag and Natural Resources,Dusty Rodiek,Municipal League Representative,Watertown,2025-12-31,Republican,,,https://sdda.sd.gov/conservation-forestry/conservation/conservation-commission/responsibilities/,605-773-3626,Kim.Paxton@state.sd.us,https://danr.sd.gov/
State Conservation Commission,Department of Ag and Natural Resources,Gene Williams,Area 3,Interior,2026-12-31,Democrat,,,https://sdda.sd.gov/conservation-forestry/conservation/conservation-commission/responsibilities/,605-773-3626,Kim.Paxton@state.sd.us,https://danr.sd.gov/
State Conservation Commission,Department of Ag and Natural Resources,Tom Glover,Water Development District,Burke,2026-12-31,Democrat,,,https://sdda.sd.gov/conservation-forestry/conservation/conservation-commission/responsibilities/,605-773-3626,Kim.Paxton@state.sd.us,https://danr.sd.gov/
State Council for Educational Opportunity for Military Children,Department of Education,Ann Pettit,"Superintendent, school district with military children",Box Elder,,,,,,605-923-0002,Ann.pettit@k12.sd.us,
State Council for Educational Opportunity for Military Children,Department of Education,Col. Patrice Holmes,"USAF, Commander, 28th Mission Support Group",Ellsworth AFB,,,,,,605-923-0002,Ann.pettit@k12.sd.us,
State Council for Educational Opportunity for Military Children,Department of Education,Daniel Swartos,SD High School Activities Association,Pierre,,,,,,605-923-0002,Ann.pettit@k12.sd.us,
State Council for Educational Opportunity for Military Children,Department of Education,Dr. Joseph Graves,Secretary of Education,"Pierre, SD",,,,,,605-923-0002,Ann.pettit@k12.sd.us,
State Council for Educational Opportunity for Military Children,Department of Education,Fran Apland,Educational Liasion,Ellsworth AFB,,,,,,605-923-0002,Ann.pettit@k12.sd.us,
State Council for Educational Opportunity for Military Children,Department of Education,Jonathan Nesladek,Representative of the Executive Branch,Pierre,,,,"Appointed 07/17/18, replaces Audrey Ricketts",,605-923-0002,Ann.pettit@k12.sd.us,
State Council for Educational Opportunity for Military Children,Department of Education,Rep. Becky Drury,Representative of the Legislature,Rapid City,,,,,,605-923-0002,Ann.pettit@k12.sd.us,
State Fair Commission,Department of Ag and Natural Resources,Amanda Stade,Employee of SDSU,Brookings,,NPA,,,http://www.sdstatefair.com/general-info/about,605-661-8710,danderson@firstdakota.com,https://danr.sd.gov/
State Fair Commission,Department of Ag and Natural Resources,Denise Muntefering,Exhibitor,Dimock,,Republican,,,http://www.sdstatefair.com/general-info/about,605-661-8710,danderson@firstdakota.com,https://danr.sd.gov/
State Fair Commission,Department of Ag and Natural Resources,Dr. Kevin Hofer,At Large,Huron,,Independant,,,http://www.sdstatefair.com/general-info/about,605-661-8710,danderson@firstdakota.com,https://danr.sd.gov/
State Fair Commission,Department of Ag and Natural Resources,Dusty Anderson,At large,Yankton,,Republican,,,http://www.sdstatefair.com/general-info/about,605-661-8710,danderson@firstdakota.com,https://danr.sd.gov/
State Fair Commission,Department of Ag and Natural Resources,Erin Yost,At Large,Gann Valley,,Republican,,,http://www.sdstatefair.com/general-info/about,605-661-8710,danderson@firstdakota.com,https://danr.sd.gov/
State Fair Commission,Department of Ag and Natural Resources,Faron Wahl,"Chairman, At large",Sioux Falls,,Republican,,,http://www.sdstatefair.com/general-info/about,605-661-8710,danderson@firstdakota.com,https://danr.sd.gov/
State Fair Commission,Department of Ag and Natural Resources,Jamie White,"Vice-Chair, City of Huron",Huron,,Republican,,,http://www.sdstatefair.com/general-info/about,605-661-8710,danderson@firstdakota.com,https://danr.sd.gov/
State Fair Commission,Department of Ag and Natural Resources,Jo Beal,4-H,Sioux Falls,,Republican,,,http://www.sdstatefair.com/general-info/about,605-661-8710,danderson@firstdakota.com,https://danr.sd.gov/
State Fair Commission,Department of Ag and Natural Resources,Judy Stevens,Vendor,Huron,,Republican,,,http://www.sdstatefair.com/general-info/about,605-661-8710,danderson@firstdakota.com,https://danr.sd.gov/
State Fair Commission,Department of Ag and Natural Resources,Justin Bell,At Large,Pierre,,Republican,,,http://www.sdstatefair.com/general-info/about,605-661-8710,danderson@firstdakota.com,https://danr.sd.gov/
State Fair Commission,Department of Ag and Natural Resources,Scott Cordts,Vendor,Huron,,Republican,,,http://www.sdstatefair.com/general-info/about,605-661-8710,danderson@firstdakota.com,https://danr.sd.gov/
State Fair Commission,Department of Ag and Natural Resources,Sherman Gose,Beadle County,Huron,,Republican,,None,http://www.sdstatefair.com/general-info/about,605-661-8710,danderson@firstdakota.com,https://danr.sd.gov/
Teacher Compensation Review Board,Department of Education,Dr. David De Jong,Governor Appointee,Dakota State University,2027-03-01,Republican,,,,605-773-3134,DOEBoards@state.sd.us,http://doe.sd.gov/
Teacher Compensation Review Board,Department of Education,Dr. Tonia Warzecha,Governor Appointee,Dakota Valley School District,2027-03-01,Republican,,,,605-773-3134,DOEBoards@state.sd.us,http://doe.sd.gov/
Teacher Compensation Review Board,Department of Education,Joseph Graves,Governor Appointee,"Mitchell, SD",2027-03-01,Republican,,,,605-773-3134,DOEBoards@state.sd.us,http://doe.sd.gov/
Teacher Compensation Review Board,Department of Education,Rep. Eric Emery,House Appointee,Rosebud,2027-03-19,Democrat,,,,605-773-3134,DOEBoards@state.sd.us,http://doe.sd.gov/
Teacher Compensation Review Board,Department of Education,Rep. Logan Manhart,House Appointee,Aberdeen,2027-03-19,Republican,,,,605-773-3134,DOEBoards@state.sd.us,http://doe.sd.gov/
Teacher Compensation Review Board,Department of Education,Rep. Tesa Schwans,House Appointee,Hartford,2027-03-19,Republican,,,,605-773-3134,DOEBoards@state.sd.us,http://doe.sd.gov/
Teacher Compensation Review Board,Department of Education,Sen. Curt Voight,Senate Appointee,Rapid City,2027-01-31,Republican,,,,605-773-3134,DOEBoards@state.sd.us,http://doe.sd.gov/
Teacher Compensation Review Board,Department of Education,Sen. Jamie Smith,Senate Appointee,Sioux Falls,2027-01-31,Democrat,,,,605-773-3134,DOEBoards@state.sd.us,http://doe.sd.gov/
Teacher Compensation Review Board,Department of Education,Sen. Taffy Howard,Senate Appointee,Rapid City,2027-01-31,Republican,,,,605-773-3134,DOEBoards@state.sd.us,http://doe.sd.gov/
"Technical Education, South Dakota Board of",Department of Education,Brad Greenway,Member,Mitchell,2027-10-31,,https://boardsandcommissions.sd.gov/bcuploads/Greenway.jpg,"Greenway attended one year at Southwest Minnesota State University in Marshall, MN before returning to Mitchell and graduating with an associate degree in Agriculture Management from Mitchell Technical Institute in 1984. Locally, Greenway serves on the township board, Davison County Fair Board, has been involved with the Davison County Pork Council for 30 years, and served on the SD Pork Producers Council from 2000 to 2015, including as president from 2005-2006. He served on the National Pork Board (Pork Checkoff) from 2009 to 2015. He most recently was a board member for U.S. Farmers & Ranchers in Action and served as chairman from 2016-2018.",,605-773-3134,DOEBoards@state.sd.us,https://bote.sd.gov/
"Technical Education, South Dakota Board of",Department of Education,Brian Sandvig,Member,Milbank,2025-10-31,,https://boardsandcommissions.sd.gov/bcuploads/Sandvig.jpg,"n Sandvig is the CFO at Valley Queen Cheese Factory, in Milbank, South Dakota. In addition to the South Dakota Board of Technical Education, Brian serves on the following community boards: South Dakota Chamber of Commerce and Industry, South Dakota State Historical Society, South Dakota Junior Achievement, Grant County Economic Development Corp., and The City of Milbank Parks and Recreation. He teaches Sunday School at Living Word Lutheran Church and is an Assistant Coach on the Milbank High School Football team.",,605-773-3134,DOEBoards@state.sd.us,https://bote.sd.gov/
"Technical Education, South Dakota Board of",Department of Education,Dana Dykhouse,President,Sioux Falls,2026-10-31,,https://boardsandcommissions.sd.gov/bcuploads/DYKHOUSE.jpg,"Dana Dykhouse is the chief executive officer of First PREMIER Bank, a position he has held since 1995. He has served on many civic and community boards. He is the chair of the Build Dakota Scholarship board and is a past chair of the Sioux Falls Chamber of Commerce and Forward Sioux Falls. He also serves on the South Dakota Science and Technology Authority, the South Dakota State University Foundation board, and the Sioux Falls Sports Authority.",,605-773-3134,DOEBoards@state.sd.us,https://bote.sd.gov/
